date,latitude,longitude,location,source,source_url,trigger,rainfall (mm),landslide_type,severity
2008-05-09 00:00:00,-41.5877,175.2362,New Zealand,times-age,{'url': 'http://www.times-age.co.nz/localnews/storydisplay.cfm?storyid=3772596&thesection=localnews&thesubsection=&thesecondsubsection='},Unknown,778,Earth Flow,Severe
2016-05-11 00:00:00,-41.5833,171.8985,New Zealand,Voxy,{'url': 'http://www.voxy.co.nz/national/5/251219'},Unknown,655,Landslide,Moderate
2010-06-22 22:00:00,-41.5681,145.5991,Australia,abc,{'url': 'http://www.abc.net.au/news/stories/2010/06/23/2935248.htm'},Unknown,656,Mudslide,Moderate
2013-07-21 00:00:00,-41.5561,174.1455,New Zealand,livenews.co.nz,{'url': 'http://livenews.co.nz/2013/09/02/july-2013-landslides/'},Unknown,237,Rockfall,Minor
2016-07-11 15:00:00,-41.4003,147.0876,Australia,ABC (Australian Broadcasting Corporation),{'url': 'http://www.abc.net.au/news/2016-07-12/ses-call-outs-as-wind-damages-homes/7588502'},Unknown,304,Landslide,Moderate
2011-05-26 00:00:00,-41.3913,173.1976,New Zealand,nzherald,{'url': 'http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=10728312'},Unknown,812,Slump,Severe
2010-05-16 09:00:00,-41.3874,172.8235,New Zealand,radionz,{'url': 'http://www.radionz.co.nz/news/stories/2010/05/17/1248042ddda9'},Unknown,102,Slump,Minor
2013-07-21 00:00:00,-41.3448,174.6851,New Zealand,livenews.co.nz,{'url': 'http://livenews.co.nz/2013/09/02/july-2013-landslides/'},Unknown,366,Debris Flow,Moderate
2016-11-15 15:00:00,-41.335096,174.735459,Unknown,Pressreader,{'url': 'http://www.pressreader.com/new-zealand/the-dominion-post/20161116/281569470310663'},Unknown,868,Slump,Severe
2010-06-06 15:00:00,-41.3318,174.8229,New Zealand,3news,{'url': 'http://www.3news.co.nz/Landslide-leaves-Wellington-couple-temporarily-homeless/tabid/423/articleID/159623/Default.aspx'},Unknown,170,Rockfall,Minor
2017-03-11 17:22:00,-41.329815,174.831446,Unknown,Radio NZ,{'url': 'http://www.radionz.co.nz/news/top/326417/tasman-tempest-creates-havoc'},Unknown,796,Debris Flow,Severe
2017-04-06 13:19:00,-41.32446098,174.7660073,Unknown,Newshub,{'url': 'http://www.newshub.co.nz/home/new-zealand/2017/04/wellington-houses-evacuated-on-friday-morning-after-landslip.html'},Unknown,528,Earth Flow,Moderate
2013-06-01 04:30:00,-41.3233,174.7681,New Zealand,www.listener.co.nz,{'url': 'http://www.listener.co.nz/current-affairs/science/what-are-the-triggers-for-landslides/'},Unknown,773,Debris Flow,Severe
2017-04-05 13:19:00,-41.31460954,174.7789668,Unknown,Stuff,{'url': 'http://www.stuff.co.nz/national/91266557/tenants-and-their-home-safe-after-slip-hits-their-house-bringing-power-pole-with-it'},Unknown,107,Debris Flow,Minor
2011-08-17 23:45:00,-41.3078,174.798,New Zealand,stuff,{'url': 'http://www.stuff.co.nz/dominion-post/news/5463971/Big-slip-in-Hataitai-overnight'},Unknown,549,Slump,Moderate
2013-09-25 09:30:00,-41.2951,174.0073,New Zealand,www.stuff.co.nz,{'url': 'http://www.stuff.co.nz/marlborough-express/news/9211248/Slip-sent-some-residents-packing'},Unknown,617,Mudslide,Moderate
2014-04-16 21:30:00,-41.2941,174.7855,New Zealand,The Dominion Post,{'url': 'http://www.stuff.co.nz/dominion-post/news/wellington/9955129/1940s-block-survives-mudslide'},Unknown,353,Rockfall,Moderate
2013-11-28 16:00:00,-41.2869,174.0184,New Zealand,www.stuff.co.nz,{'url': 'http://www.stuff.co.nz/marlborough-express/news/9464718/Family-optimistic-after-mudslide'},Unknown,191,Debris Flow,Minor
2015-08-10 17:20:00,-41.2865,174.7533,New Zealand,Dominion Post,{'url': 'http://www.newsjs.com/url.php?p=www.stuff.co.nz/dominion-post/news/71001912/karori-land-slip-damages-two-cars-in-hilly-wellington-suburb'},Unknown,819,Mudslide,Severe
2016-11-12 15:00:00,-41.286411,174.769403,Unknown,News Now,{'url': 'https://www.tvnz.co.nz/one-news/new-zealand/landslide-cause-road-closures-in-wellington'},Unknown,179,Debris Flow,Minor
2011-05-27 04:00:00,-41.2737,173.287,New Zealand,nzherald,{'url': 'http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=10728312'},Unknown,784,Debris Flow,Severe
2013-07-21 00:00:00,-41.2619,174.7929,New Zealand,livenews.co.nz,{'url': 'http://livenews.co.nz/2013/09/02/july-2013-landslides/'},Unknown,908,Slump,Severe
2013-07-14 00:00:00,-41.2614,174.7133,New Zealand,livenews.co.nz,{'url': 'http://livenews.co.nz/2013/09/02/july-2013-landslides/'},Unknown,902,Earth Flow,Severe
2017-04-17 13:34:00,-41.25317096,174.7697639,Unknown,Stuff,{'url': 'http://www.stuff.co.nz/dominion-post/news/91642030/rock-slide-cuts-trains-on-wellingtons-johnsonville-train-line'},Rainfall,148,Mudslide,Minor
2017-07-10 14:21:00,-41.23655207,174.8067213,Unknown,1NewsNow,{'url': 'https://www.tvnz.co.nz/one-news/new-zealand/raw-video-rocks-and-debris-come-thundering-down-wellington-hill-blocking-major-route-into-city-until-evening'},Unknown,722,Slump,Moderate
2013-06-17 01:00:00,-41.1869,173.363,New Zealand,www.stuff.co.nz,{'url': 'http://www.indianexpress.com/news/50-major-landslides-hit-four-road-stretches-in-uttarakhand-govt/1131703/'},Unknown,244,Rockfall,Minor
2016-10-03 00:00:00,-41.1349,145.9144,Australia,Advocate,{'url': 'http://www.theadvocate.com.au/story/4204062/rain-causes-burnie-landslips/'},Rainfall,997,Mudslide,Severe
2013-07-14 18:00:00,-41.1274,146.1258,Australia,www.theadvocate.com.au,{'url': 'http://www.theadvocate.com.au/story/1637577/landslide-closes-road-as-the-rain-pelts-down/?cs=87'},Rainfall,871,Debris Flow,Severe
2013-08-05 11:30:00,-41.1212,146.1066,Australia,www.theadvocate.com.au,{'url': 'http://www.theadvocate.com.au/story/1688744/caught-in-a-landslide/?cs=87'},Unknown,892,Landslide,Severe
2017-04-22 17:55:00,-41.10366565,175.2949249,Unknown,Stuff,{'url': 'http://www.stuff.co.nz/dominion-post/91827907/state-highway-2-reopens-after-landslide-at-top-of-rimutaka-hill-hit-cars'},Unknown,237,Slump,Minor
2009-12-01 09:00:00,-41.0875,175.1498,New Zealand,Stuff,{'url': 'http://www.stuff.co.nz/dominion-post/news/3113408/House-threatened-by-SH2-slip'},Unknown,378,Earth Flow,Moderate
2009-08-23 00:00:00,-41.0528,145.9063,Australia,NEWS.com.au,{'url': 'https://ns1.sammyboy.com/threads/take-care-aus-eastern-states-bunker-down-wild-weather.36247/'},Unknown,590,Slump,Moderate
2016-10-02 23:00:00,-41.0443,145.8772,Australia,Advocate,{'url': 'http://www.theadvocate.com.au/story/4204062/rain-causes-burnie-landslips/'},Rainfall,952,Earth Flow,Severe
2013-08-13 03:00:00,-41.0415,145.8596,Australia,www.theadvocate.com.au,{'url': 'http://www.theadvocate.com.au/story/1711950/100000-mudslide-chaos/?cs=86'},Unknown,776,Debris Flow,Severe
2013-04-21 00:00:00,-41.0387,172.9486,New Zealand,wellington.scoop.co.nz,{'url': 'http://wellington.scoop.co.nz/?p=54702'},Unknown,818,Earth Flow,Severe
2013-06-16 13:15:00,-41.0079,173.0089,New Zealand,www.odt.co.nz,{'url': 'http://www.odt.co.nz/news/national/261392/landslide-victim-tower-strength'},Unknown,358,Slump,Moderate
2016-10-07 00:00:00,-40.9345,145.6226,Australia,Advocate,{'url': 'http://www.theadvocate.com.au/story/4214289/port-road-closes-for-five-days-of-slip-work/'},Unknown,473,Landslide,Moderate
2016-07-15 00:00:00,-40.9324,145.6201,Australia,ABC.net,{'url': 'http://www.abc.net.au/news/2016-07-29/landslip-threatens-road-access-to-boat-harbour-in-nw-tasmania/7674156'},Unknown,504,Mudslide,Moderate
2013-06-17 00:00:00,-40.8834,172.7672,New Zealand,www.stuff.co.nz,{'url': 'http://www.stuff.co.nz/taranaki-daily-news/news/8807039/Second-Marahau-home-wrecked-by-huge-landslide/'},Unknown,891,Mudslide,Severe
2011-10-17 00:00:00,-40.3348,175.8168,New Zealand,hawkesbaytoday,{'url': 'http://www.hawkesbaytoday.co.nz/news/massive-new-fall-hits-the-gorge/1142826/'},Unknown,782,Earth Flow,Severe
2010-09-25 05:00:00,-40.3271,175.8188,New Zealand,nzherald,{'url': 'http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=10676006'},Unknown,489,Mudslide,Moderate
2011-08-18 23:00:00,-40.3175,175.7944,New Zealand,radionz,{'url': 'http://www.radionz.co.nz/news/regional/83030/helicopters-help-clear-manawatu-gorge-road'},Unknown,260,Slump,Minor
2017-04-24 20:44:00,-40.31050874,175.7762309,Unknown,NZ Herald,{'url': 'http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11844402&ref=rss'},Unknown,487,Rockfall,Moderate
2011-04-26 09:00:00,-40.1685,176.8242,New Zealand,stuff,{'url': 'http://www.stuff.co.nz/national/4973782/Hawkes-Bay-storm-altered-landscapes-and-lives'},Rainfall,880,Mudslide,Severe
2011-04-27 00:00:00,-40.1513,176.8426,New Zealand,radionz,"{'url': ""http://www.radionz.co.nz/news/regional/73986/hawke's-bay-storm-clean-up-will-take-weeks""}",Rainfall,968,Slump,Severe
2013-07-14 00:00:00,-40.1119,176.257,New Zealand,livenews.co.nz,{'url': 'http://livenews.co.nz/2013/09/02/july-2013-landslides/'},Unknown,74,Debris Flow,Minor
2011-04-26 09:00:00,-40.1019,176.8655,New Zealand,stuff,{'url': 'http://www.stuff.co.nz/national/4973782/Hawkes-Bay-storm-altered-landscapes-and-lives'},Rainfall,999,Slump,Severe
2011-04-27 00:00:00,-40.0582,176.8769,New Zealand,radionz,{'url': 'http://www.radionz.co.nz/news/regional/74135/bill-to-repair-storm-hit-roads-could-reach-$2m'},Rainfall,603,Mudslide,Moderate
2011-04-26 09:00:00,-39.9455,176.9248,New Zealand,stuff,{'url': 'http://www.stuff.co.nz/national/4973782/Hawkes-Bay-storm-altered-landscapes-and-lives'},Rainfall,936,Slump,Severe
2015-08-13 09:20:00,-39.9001,175.3072,New Zealand,Wanganui Chronicle,{'url': 'http://www.nzherald.co.nz/wanganui-chronicle/news/article.cfm?c_id=1503426&objectid=11497483'},Unknown,496,Debris Flow,Moderate
2008-07-31 00:00:00,-39.8931,176.5992,New Zealand,monstersandcritics,{'url': 'http://www.monstersandcritics.com/news/asiapacific/news/article_1420589.php/Forty_passengers_injured_as_New_Zealand_storm_hits_cruise_ship__Roundup_'},Rainfall,896,Debris Flow,Severe
2017-01-18 21:23:00,-39.88172973,175.715291,Unknown,Scoop,{'url': 'http://www.scoop.co.nz/stories/AK1701/S00343/rangitikei-river-land-slip-affecting-river-flows.htm'},Unknown,558,Earth Flow,Moderate
2011-04-27 09:00:00,-39.7902,176.989,New Zealand,hawkesbaytoday,{'url': 'http://www.hawkesbaytoday.co.nz/local/news/waimarama-floods-mudslide-shatters-couples-paradis/3950691/'},Rainfall,811,Mudslide,Severe
2011-04-26 09:00:00,-39.6412,177.0065,New Zealand,stuff,{'url': 'http://www.stuff.co.nz/national/4973782/Hawkes-Bay-storm-altered-landscapes-and-lives'},Rainfall,884,Rockfall,Severe
2011-04-26 09:00:00,-39.484,176.9136,New Zealand,stuff,{'url': 'http://www.stuff.co.nz/national/4973782/Hawkes-Bay-storm-altered-landscapes-and-lives'},Rainfall,988,Mudslide,Severe
2015-08-31 00:00:00,-39.4585,173.8561,New Zealand,Taranaki Daily News,{'url': 'http://www.stuff.co.nz/taranaki-daily-news/71701989/new-slip-at-opunake-beach'},Unknown,414,Slump,Moderate
2011-04-27 00:00:00,-39.372,176.2391,New Zealand,radionz,"{'url': ""http://www.radionz.co.nz/news/regional/73986/hawke's-bay-storm-clean-up-will-take-weeks""}",Rainfall,235,Mudslide,Minor
2011-12-17 05:30:00,-39.1144,173.9534,New Zealand,stuff,{'url': 'http://www.stuff.co.nz/taranaki-daily-news/6156513/Homeowners-evacuated-after-large-landslide'},Unknown,482,Mudslide,Moderate
2016-07-29 05:45:00,-39.0675,174.3119,New Zealand,Taranaki Daily news,{'url': 'http://www.stuff.co.nz/taranaki-daily-news/news/82602444/Car-swept-off-road-in-landslip-at-Tikorangi-north-Taranaki'},Unknown,953,Debris Flow,Severe
2011-03-22 23:00:00,-39.0468,146.3552,Australia,adelaidenow,{'url': 'http://www.adelaidenow.com.au/news/national/flash-flooding-in-gippsland/story-e6frea8c-1226026581402'},Rainfall,669,Slump,Moderate
2011-04-26 09:00:00,-39.0412,177.4136,New Zealand,stuff,{'url': 'http://www.stuff.co.nz/national/4973782/Hawkes-Bay-storm-altered-landscapes-and-lives'},Rainfall,262,Landslide,Minor
2011-04-26 00:00:00,-39.0336,177.4174,New Zealand,tvnz.co,{'url': 'http://tvnz.co.nz/national-news/landslip-damages-wairoa-water-supply-4147812'},Unknown,91,Landslide,Minor
2010-12-28 00:00:00,-38.8932,174.5986,New Zealand,Taranaki Daily News,{'url': 'http://www.stuff.co.nz/taranaki-daily-news/news/4501524/Landslide-blasts-car-across-road'},Unknown,548,Earth Flow,Moderate
2010-09-25 09:00:00,-38.8702,175.2785,New Zealand,radionz,{'url': 'http://www.radionz.co.nz/news/national/57756/two-freight-trains-run-into-landslips'},Rainfall,881,Mudslide,Severe
2016-09-14 14:54:00,-38.78159,143.427857,Unknown,news.com.au,{'url': 'http://www.news.com.au/national/breaking-news/five-people-rescued-in-drenched-victoria/news-story/cd636f1694615a4b1c56ddc479d5ca48'},Unknown,276,Debris Flow,Minor
2016-09-18 14:24:00,-38.70743,174.616841,Unknown,Stuff,{'url': 'http://www.stuff.co.nz/taranaki-daily-news/news/84515315/state-highway-3-to-partially-reopen-on-thursday-after-land-slip'},Unknown,442,Mudslide,Moderate
2013-11-28 23:00:00,-38.6984,176.0774,New Zealand,www.nzherald.co.nz,{'url': 'http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11164757'},Unknown,102,Slump,Minor
2011-01-12 00:00:00,-38.6763,143.8478,Australia,geelongadvertiser,{'url': 'http://www.geelongadvertiser.com.au/article/2011/01/13/237231_news.html'},Unknown,328,Mudslide,Moderate
2014-09-19 00:00:00,-38.6663,178.0235,New Zealand,TVNZ,{'url': 'http://tvnz.co.nz/national-news/landslide-tears-apart-gisborne-house-6091259'},Unknown,248,Rockfall,Minor
2014-01-07 00:00:00,-38.6623,178.0177,New Zealand,The New Zealand Herald,{'url': 'http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11186329&ref=rss'},Unknown,745,Rockfall,Moderate
2011-01-12 07:00:00,-38.6378,143.8912,Australia,merimbulanewsonline,{'url': 'http://www.merimbulanewsonline.com.au/news/national/national/general/floods-rockfalls-close-great-ocean-road/2045493.aspx'},Rainfall,990,Landslide,Severe
2011-01-12 23:00:00,-38.6358,143.8911,Australia,geelongadvertiser,{'url': 'http://www.geelongadvertiser.com.au/article/2011/01/13/237231_news.html'},Unknown,688,Debris Flow,Moderate
2016-09-14 00:00:00,-38.6326,143.8953,Australia,Geelong Advertiser,{'url': 'http://www.geelongadvertiser.com.au/news/geelong/another-section-of-great-ocean-road-reopens-after-floods-landslides/news-story/d35eb4622fa44f74a4e255b3eb5518de'},Rainfall,369,Slump,Moderate
2016-07-13 00:00:00,-38.6309,143.8872,Australia,Wye SEP Connect,{'url': 'http://wyesepconnect.info/minor-landslip-wye-river/'},Unknown,954,Earth Flow,Severe
2011-01-12 00:00:00,-38.5854,143.9341,Australia,geelongadvertiser,{'url': 'http://www.geelongadvertiser.com.au/article/2011/01/13/237231_news.html'},Unknown,110,Slump,Minor
2011-06-22 00:00:00,-38.551,146.196,Australia,ABC,{'url': 'http://www.abc.net.au/news/stories/2011/06/23/3251407.htm?site=gippsland&section=news'},Unknown,472,Earth Flow,Moderate
2016-10-02 00:00:00,-38.3932,143.0792,Australia,3YB,{'url': 'http://www.3yb.com.au/articles/landslip-closes-road/'},Unknown,463,Rockfall,Moderate
2012-03-02 00:00:00,-38.2907,177.3655,New Zealand,thewatchers.adorraeli,{'url': 'http://thewatchers.adorraeli.com/2012/03/11/waioeka-gorge-landslide-in-new-zealand/'},Unknown,363,Debris Flow,Moderate
2012-06-04 00:00:00,-38.2662,145.014,Australia,frankston-leader.whereilive,{'url': 'http://frankston-leader.whereilive.com.au/news/story/landslip-closes-mt-martha-road/'},Unknown,258,Rockfall,Minor
2010-07-08 00:00:00,-38.2134,178.3197,New Zealand,radionz,{'url': 'http://www.radionz.co.nz/news/stories/2010/07/09/12480fa037be'},Unknown,500,Mudslide,Moderate
2010-04-25 21:00:00,-38.1951,145.134,Australia,Frankston Leader,{'url': 'http://frankston-leader.whereilive.com.au/news/story/deluge-causes-chaos/'},Unknown,273,Slump,Minor
