date,latitude,longitude,location,source,source_url,trigger,rainfall (mm),landslide_type,severity
2011-10-17 00:00:00,-40.3348,175.8168,New Zealand,hawkesbaytoday,{'url': 'http://www.hawkesbaytoday.co.nz/news/massive-new-fall-hits-the-gorge/1142826/'},Unknown,507,Unknown,Moderate
2010-09-25 05:00:00,-40.3271,175.8188,New Zealand,nzherald,{'url': 'http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=10676006'},Unknown,673,Unknown,Moderate
2011-08-18 23:00:00,-40.3175,175.7944,New Zealand,radionz,{'url': 'http://www.radionz.co.nz/news/regional/83030/helicopters-help-clear-manawatu-gorge-road'},Unknown,568,Unknown,Moderate
2017-04-24 20:44:00,-40.31050874,175.7762309,Unknown,NZ Herald,{'url': 'http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11844402&ref=rss'},Unknown,734,Unknown,Moderate
2011-04-26 09:00:00,-40.1685,176.8242,New Zealand,stuff,{'url': 'http://www.stuff.co.nz/national/4973782/Hawkes-Bay-storm-altered-landscapes-and-lives'},Unknown,88,Unknown,Minor
2011-04-27 00:00:00,-40.1513,176.8426,New Zealand,radionz,"{'url': ""http://www.radionz.co.nz/news/regional/73986/hawke's-bay-storm-clean-up-will-take-weeks""}",Unknown,75,Unknown,Minor
2013-07-14 00:00:00,-40.1119,176.257,New Zealand,livenews.co.nz,{'url': 'http://livenews.co.nz/2013/09/02/july-2013-landslides/'},Unknown,91,Unknown,Minor
2011-04-26 09:00:00,-40.1019,176.8655,New Zealand,stuff,{'url': 'http://www.stuff.co.nz/national/4973782/Hawkes-Bay-storm-altered-landscapes-and-lives'},Unknown,399,Unknown,Moderate
2011-04-27 00:00:00,-40.0582,176.8769,New Zealand,radionz,{'url': 'http://www.radionz.co.nz/news/regional/74135/bill-to-repair-storm-hit-roads-could-reach-$2m'},Unknown,733,Unknown,Moderate
2011-04-26 09:00:00,-39.9455,176.9248,New Zealand,stuff,{'url': 'http://www.stuff.co.nz/national/4973782/Hawkes-Bay-storm-altered-landscapes-and-lives'},Unknown,277,Unknown,Minor
2015-08-13 09:20:00,-39.9001,175.3072,New Zealand,Wanganui Chronicle,{'url': 'http://www.nzherald.co.nz/wanganui-chronicle/news/article.cfm?c_id=1503426&objectid=11497483'},Unknown,699,Unknown,Moderate
2008-07-31 00:00:00,-39.8931,176.5992,New Zealand,monstersandcritics,{'url': 'http://www.monstersandcritics.com/news/asiapacific/news/article_1420589.php/Forty_passengers_injured_as_New_Zealand_storm_hits_cruise_ship__Roundup_'},Unknown,587,Unknown,Moderate
2017-01-18 21:23:00,-39.88172973,175.715291,Unknown,Scoop,{'url': 'http://www.scoop.co.nz/stories/AK1701/S00343/rangitikei-river-land-slip-affecting-river-flows.htm'},Unknown,648,Unknown,Moderate
2011-04-27 09:00:00,-39.7902,176.989,New Zealand,hawkesbaytoday,{'url': 'http://www.hawkesbaytoday.co.nz/local/news/waimarama-floods-mudslide-shatters-couples-paradis/3950691/'},Unknown,396,Unknown,Moderate
2011-04-26 09:00:00,-39.6412,177.0065,New Zealand,stuff,{'url': 'http://www.stuff.co.nz/national/4973782/Hawkes-Bay-storm-altered-landscapes-and-lives'},Unknown,738,Unknown,Moderate
2011-04-26 09:00:00,-39.484,176.9136,New Zealand,stuff,{'url': 'http://www.stuff.co.nz/national/4973782/Hawkes-Bay-storm-altered-landscapes-and-lives'},Unknown,506,Unknown,Moderate
2015-08-31 00:00:00,-39.4585,173.8561,New Zealand,Taranaki Daily News,{'url': 'http://www.stuff.co.nz/taranaki-daily-news/71701989/new-slip-at-opunake-beach'},Unknown,882,Unknown,Severe
2011-04-27 00:00:00,-39.372,176.2391,New Zealand,radionz,"{'url': ""http://www.radionz.co.nz/news/regional/73986/hawke's-bay-storm-clean-up-will-take-weeks""}",Unknown,648,Unknown,Moderate
2011-12-17 05:30:00,-39.1144,173.9534,New Zealand,stuff,{'url': 'http://www.stuff.co.nz/taranaki-daily-news/6156513/Homeowners-evacuated-after-large-landslide'},Unknown,69,Unknown,Minor
2016-07-29 05:45:00,-39.0675,174.3119,New Zealand,Taranaki Daily news,{'url': 'http://www.stuff.co.nz/taranaki-daily-news/news/82602444/Car-swept-off-road-in-landslip-at-Tikorangi-north-Taranaki'},Unknown,683,Unknown,Moderate
2011-03-22 23:00:00,-39.0468,146.3552,Australia,adelaidenow,{'url': 'http://www.adelaidenow.com.au/news/national/flash-flooding-in-gippsland/story-e6frea8c-1226026581402'},Unknown,550,Unknown,Moderate
2011-04-26 09:00:00,-39.0412,177.4136,New Zealand,stuff,{'url': 'http://www.stuff.co.nz/national/4973782/Hawkes-Bay-storm-altered-landscapes-and-lives'},Unknown,885,Unknown,Severe
2011-04-26 00:00:00,-39.0336,177.4174,New Zealand,tvnz.co,{'url': 'http://tvnz.co.nz/national-news/landslip-damages-wairoa-water-supply-4147812'},Unknown,331,Unknown,Moderate
2010-12-28 00:00:00,-38.8932,174.5986,New Zealand,Taranaki Daily News,{'url': 'http://www.stuff.co.nz/taranaki-daily-news/news/4501524/Landslide-blasts-car-across-road'},Unknown,889,Unknown,Severe
2010-09-25 09:00:00,-38.8702,175.2785,New Zealand,radionz,{'url': 'http://www.radionz.co.nz/news/national/57756/two-freight-trains-run-into-landslips'},Unknown,841,Unknown,Severe
2016-09-14 14:54:00,-38.78159,143.427857,Unknown,news.com.au,{'url': 'http://www.news.com.au/national/breaking-news/five-people-rescued-in-drenched-victoria/news-story/cd636f1694615a4b1c56ddc479d5ca48'},Unknown,405,Unknown,Moderate
2016-09-18 14:24:00,-38.70743,174.616841,Unknown,Stuff,{'url': 'http://www.stuff.co.nz/taranaki-daily-news/news/84515315/state-highway-3-to-partially-reopen-on-thursday-after-land-slip'},Unknown,961,Unknown,Severe
2013-11-28 23:00:00,-38.6984,176.0774,New Zealand,www.nzherald.co.nz,{'url': 'http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11164757'},Unknown,158,Unknown,Minor
2011-01-12 00:00:00,-38.6763,143.8478,Australia,geelongadvertiser,{'url': 'http://www.geelongadvertiser.com.au/article/2011/01/13/237231_news.html'},Unknown,317,Unknown,Moderate
2014-09-19 00:00:00,-38.6663,178.0235,New Zealand,TVNZ,{'url': 'http://tvnz.co.nz/national-news/landslide-tears-apart-gisborne-house-6091259'},Unknown,655,Unknown,Moderate
2014-01-07 00:00:00,-38.6623,178.0177,New Zealand,The New Zealand Herald,{'url': 'http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11186329&ref=rss'},Unknown,886,Unknown,Severe
2011-01-12 07:00:00,-38.6378,143.8912,Australia,merimbulanewsonline,{'url': 'http://www.merimbulanewsonline.com.au/news/national/national/general/floods-rockfalls-close-great-ocean-road/2045493.aspx'},Unknown,316,Unknown,Moderate
2011-01-12 23:00:00,-38.6358,143.8911,Australia,geelongadvertiser,{'url': 'http://www.geelongadvertiser.com.au/article/2011/01/13/237231_news.html'},Unknown,950,Unknown,Severe
2016-09-14 00:00:00,-38.6326,143.8953,Australia,Geelong Advertiser,{'url': 'http://www.geelongadvertiser.com.au/news/geelong/another-section-of-great-ocean-road-reopens-after-floods-landslides/news-story/d35eb4622fa44f74a4e255b3eb5518de'},Unknown,585,Unknown,Moderate
2016-07-13 00:00:00,-38.6309,143.8872,Australia,Wye SEP Connect,{'url': 'http://wyesepconnect.info/minor-landslip-wye-river/'},Unknown,900,Unknown,Severe
2011-01-12 00:00:00,-38.5854,143.9341,Australia,geelongadvertiser,{'url': 'http://www.geelongadvertiser.com.au/article/2011/01/13/237231_news.html'},Unknown,849,Unknown,Severe
2011-06-22 00:00:00,-38.551,146.196,Australia,ABC,{'url': 'http://www.abc.net.au/news/stories/2011/06/23/3251407.htm?site=gippsland&section=news'},Unknown,817,Unknown,Severe
2016-10-02 00:00:00,-38.3932,143.0792,Australia,3YB,{'url': 'http://www.3yb.com.au/articles/landslip-closes-road/'},Unknown,462,Unknown,Moderate
2012-03-02 00:00:00,-38.2907,177.3655,New Zealand,thewatchers.adorraeli,{'url': 'http://thewatchers.adorraeli.com/2012/03/11/waioeka-gorge-landslide-in-new-zealand/'},Unknown,892,Unknown,Severe
2012-06-04 00:00:00,-38.2662,145.014,Australia,frankston-leader.whereilive,{'url': 'http://frankston-leader.whereilive.com.au/news/story/landslip-closes-mt-martha-road/'},Unknown,559,Unknown,Moderate
2010-07-08 00:00:00,-38.2134,178.3197,New Zealand,radionz,{'url': 'http://www.radionz.co.nz/news/stories/2010/07/09/12480fa037be'},Unknown,640,Unknown,Moderate
2010-04-25 21:00:00,-38.1951,145.134,Australia,Frankston Leader,{'url': 'http://frankston-leader.whereilive.com.au/news/story/deluge-causes-chaos/'},Unknown,516,Unknown,Moderate
2017-07-07 13:16:00,-38.18869842,177.2938257,Unknown,Stuff,{'url': 'https://www.stuff.co.nz/national/94516363/slip-closes-bay-of-plentys-waioeka-gorge'},Unknown,737,Unknown,Moderate
